id,publisher,title,author,article_url,tickers,amp_url,image_url,description,keywords,sentiment,date,time
qSWaUk6duXNe-F5oNDVH-hFWSZ3hqFR_dwRH-3IYleE,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",It's Down Almost 40% Year to Date -- Should Investors Buy Tesla Stock?,newsfeedback@fool.com (Luke Meindl),https://www.fool.com/investing/2022/05/20/its-down-almost-40-year-to-date-should-investors-b/,"['TSLA', 'F', 'TM', 'GM', 'TWTR']",No URL provided,https://g.foolcdn.com/editorial/images/680292/group-of-ev-charging-stations.jpg,"As the broader market continues to fall, some investors may view the EV leader's stock slump as a buying opportunity. Are they right?",['investing'],0.2857142857142857,2022-05-20,13:05:00
0UT3aOT9gIBNEY9gSDCDdzZcfDpYK-7QYP7_3PCKx8A,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}","Elon Musk denies report SpaceX paid $250,000 to settle sexual misconduct claim him",MarketWatch,https://www.marketwatch.com/story/spacex-paid-250-000-to-settle-sexual-misconduct-claim-against-elon-musk-report-11653007663,"['TSLA', 'TWTR']",https://www.marketwatch.com/amp/story/spacex-paid-250-000-to-settle-sexual-misconduct-claim-against-elon-musk-report-11653007663,https://images.mktw.net/im-527703/social,Billionaire claims “politically motivated hit piece.”,No keywords,0.0,2022-05-20,12:03:00
Hu1yaGIRQL-smcU5MSUPyI7MEfY6Wgchm-0U0yOw3-4,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Prediction: 1 Stock-Split Stock That Will Lead the Market Recovery,newsfeedback@fool.com (Anthony Di Pizio),https://www.fool.com/investing/2022/05/20/prediction-stock-split-stock-lead-market-recovery/,['TSLA'],No URL provided,https://g.foolcdn.com/editorial/images/680306/a-black-tesla-car-driving-on-an-open-road-in-the-snow.jpg,"The start of a new bull market in the technology sector is a matter of when, not if.",['investing'],0.13636363636363635,2022-05-20,11:15:00
1x2xqKgUdemlqKF0cgB3P8Rt579ALfCkB0m4etcA5As,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",2 Top Cryptocurrencies to Buy and Hold After the Terra (Luna) Crash,newsfeedback@fool.com (Trevor Jennewine),https://www.fool.com/investing/2022/05/20/2-cryptocurrencies-to-buy-after-terra-luna-crash/,"['TSLA', 'JPM', 'MSTR', 'LUNA', 'UST', 'COMP']",No URL provided,https://g.foolcdn.com/editorial/images/680737/investor-60.jpg,These crypto assets are backed by a compelling investment thesis.,['investing'],0.3,2022-05-20,11:15:00
tarkZILPvEGVmHN0CIpM-XrxQX7cpEEGFs1bJPAKjPc,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",The technician who called the 2020 market bottom says a 'shocking rally' is in store,MarketWatch,https://www.marketwatch.com/story/the-technician-who-called-the-2020-market-bottom-says-a-shocking-rally-is-in-store-11653043583,"['WMT', 'TGT', 'ROST', 'AMAT', 'PANW', 'TSLA', 'TWTR', 'LRCX', 'KLAC', 'GME', 'AMC', 'NIO', 'AAPL', 'AMZN', 'NVDA', 'BBIG', 'AMD']",https://www.marketwatch.com/amp/story/the-technician-who-called-the-2020-market-bottom-says-a-shocking-rally-is-in-store-11653043583,https://images.mktw.net/im-548430/social,A widely followed technical analyst is forecasting a big stock-market rebound.,No keywords,-0.03333333333333333,2022-05-20,11:08:00
Son4lSO2j4-DpA3LLP6jsOW9omPKLAE0RzhbVOaQHxA,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Bear Of The Day: Plains All American (PAA),Daniel Laboe,https://www.zacks.com/commentary/1926863/bear-of-the-day-plains-all-american-paa,"['PAA', 'TSLA', 'CCJ', 'ENPH', 'TAN', 'UUUU', 'SEDG']",https://www.zacks.com/amp/commentary/1926863/bear-of-the-day-plains-all-american-paa,https://staticx-tuner.zacks.com/images/articles/main/17/21237.jpg,PAA's inability to capitalize on the oil boom like its midstream competitors suggests it's an archaic player in a fleeting space,No keywords,0.0,2022-05-20,11:00:00
jGl9xjYM49uLw248D3QJ0yPW_Xij3ur6FTn5eTevWQs,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","Elon Musk To Meet Brazilian President Jair Bolsonaro Today: What's In It For Tesla, SpaceX?",Rachit Vats,https://www.benzinga.com/news/22/05/27317601/tesl-spacex-ceo-elon-musk-to-meet-brazil-president-jair-bolsonaro-in-s-o-paulo-on-friday,['TSLA'],https://www.benzinga.com/amp/content/27317601,https://cdn.benzinga.com/files/images/story/2022/05/20/musk_and_bolsonaro.jpg?width=1200&height=800&fit=crop,"Tesla Inc (NASDAQ: TSLA) CEO Elon Musk is scheduled to meet Brazil’s President Jair Bolsonaro in Sao Paulo on Friday, Reuters reported, citing Brazilian daily O Globo.
What Happened: Musk and Bolsonaro are expected to discuss a potential partnership on rural connectivity and deforestation monitoring.
The billionaire entrepreneur had in November met Brazil’s Communications Minister Fabio Faria in Texas where they had reportedly discussed using SpaceX’s technology to bring ...","['News', 'SPACE', 'Latin America', 'Markets', 'Tech', 'Media', 'General']",-0.025,2022-05-20,10:07:34
iXiutb3FizvqfOnKfQ0r7ttKPFOhTMOm4SsZ3hU-Wns,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","After Jeff Bezos, Elon Musk Calls Dogecoin Creator 'Wise'",Shivdeep Dhaliwal,https://www.benzinga.com/news/22/05/27317684/much-wow-such-praise-after-bezos-now-musk-calls-dogecoin-co-creator-billy-markus-wise,"['AMZN', 'TSLA']",https://www.benzinga.com/amp/content/27317684,https://cdn.benzinga.com/files/images/story/2022/05/20/shutterstock_2144122593.jpg?width=1200&height=800&fit=crop,"A day after Amazon.com, Inc (NASDAQ: AMZN) Chair Jeff Bezos heaped praise on Dogecoin (CRYPTO: DOGE) co-creator Billy Markus, he has received another round of praise — this time from Tesla Inc (NASDAQ: TSLA) CEO Elon Musk.
What Happened: Musk reacted to a tweet from Markus which touched on fitting in and tribalism. The Dogecoin co-creator said if the tribe that people join becomes bullies, they will as well but still maintain an air of moral superiority to outsiders.  Musk said these were “wise words.”
Wise words https://t.co/NTGIukXPgM
— Elon Musk (@elonmusk) May 19, 2022
In the same thread, Markus asked people to recognize their “tribes” and ...","['News', 'Cryptocurrency', 'Social Media', 'Politics', 'Markets', 'General']",0.2833333333333333,2022-05-20,09:57:09
3d9JS-se34O-4mshNTtY081sggJ7D_SPOlIfi_UIWwg,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","Bullish Tesla Analyst Cuts Delivery Estimates, PT On This 'Epic Disaster' Headwind",Shanthi Rexaline,https://www.benzinga.com/analyst-ratings/analyst-color/22/05/27317431/tesla-analyst-calls-this-headwind-as-epic-disaster-takes-down-estimates-price-targe,"['TSLA', 'TWTR']",https://www.benzinga.com/amp/content/27317431,https://cdn.benzinga.com/files/images/story/2022/05/20/shutterstock_2022214595.jpg?width=1200&height=800&fit=crop,"Tesla, Inc. (NASDAQ: TSLA) shares are languishing at their lowest level since August 2021 and it may not be yet time to call the bottom, given the looming risks. A longtime Tesla bull on Thursday slashed his price target for the EV maker's shares, with concerns in China at the center of his tempered expectation.
The Tesla Analyst:  Wedbush analyst Daniel Ives maintained his 'outperform' rating and reduced Tesla's price target to $1,000 from $1,400.
The Tesla Thesis:  Strict Shanghai lockdowns have been an ""epic disaster"" thus far in the second quarter, Ives said in a note. 
The analyst sees modest delivery softness in the current quarter and a slower growth trajectory for Tesla in China in the second half.
See Also: How To Buy Tesla (TSLA) Stock
The ...Full story available on Benzinga.com","['News', 'Analyst Color', 'Price Target', 'Reiteration', 'Analyst Ratings']",0.04814814814814815,2022-05-20,08:00:46
a8zMbdIwa58QpHGJGrQy21PZb5KA0ceooVld3O_jtqk,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/seekingalpha.ico'}",GMO 1Q 2022 Quarterly Letter,Fund Letters,https://seekingalpha.com/article/4513328-gmo-1q-2022-quarterly-letter,"['BP', 'MOS', 'RIO', 'SHEL', 'TSLA', 'VALE']",https://seekingalpha.com/amp/article/4513328-gmo-1q-2022-quarterly-letter,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1395277908/image_1395277908.jpg?io=getty-c-w750,Soaring commodity prices have helped drive inflation to 8.5%. Is it too late for investors to capitalize on high commodity prices? Click here to find out.,No keywords,-0.06999999999999999,2022-05-20,06:54:00
dH_Tjg8A5BBehzjABtMwe2OQsoYxJhtEBbLyPqwdbP4,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","Elon Musk Says Twitter Deal Takes Up Under 5% Of His Time, Tesla '24/7' On His Mind",Rachit Vats,https://www.benzinga.com/news/22/05/27316752/elon-musk-says-spending-less-than-5-of-his-time-on-twitter-takeover-tesla-is-247-on-his-mind,"['TSLA', 'TWTR']",https://www.benzinga.com/amp/content/27316752,https://cdn.benzinga.com/files/images/story/2022/05/19/elon_musk_sunglasses.jpeg?width=1200&height=800&fit=crop,"Tesla Inc (NASDAQ: TSLA) and SpaceX CEO Elon Musk said on Thursday he is spending very little of his time on the $44 billion Twitter Inc (NYSE: TWTR) buyout, amid growing calls that the billionaire entrepreneur should focus on his core companies instead. 
What Happened: The world’s richest man said he is spending less than 5% of his time on the Twitter acquisition, adding how can multitask between Tesla and SpaceX.
To be clear, I'm spending <5% (but actually) of my time on the Twitter ...","['News', 'SPACE', 'Social Media', 'Tech', 'General']",-0.07760416666666665,2022-05-20,05:39:26
s6WmxSAqLXr_5pAZUC5O8NF1z2hoWI3a5XphUO5U7qE,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/seekingalpha.ico'}",VCR: Consumer Discretionary Dashboard For May,Fred Piard,https://seekingalpha.com/article/4513317-vcr-consumer-discretionary-dashboard-for-may,"['AMZN', 'AN', 'BKNG', 'BLMN', 'GDEN', 'GPI', 'HD', 'HIBB', 'LOW', 'M', 'MCD', 'NKE', 'PLAY', 'PLCE', 'RCD', 'SBH', 'SBUX', 'TGT', 'TJX', 'TSLA', 'WSM', 'XLY', 'VCR']",https://seekingalpha.com/amp/article/4513317-vcr-consumer-discretionary-dashboard-for-may,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1252468735/image_1252468735.jpg?io=getty-c-w750,Durables and apparel are cheap relative to 11-year averages. Auto and components are the most overvalued subsector. VCR: an alternative to XLY.,No keywords,0.3,2022-05-20,04:38:15
KHutZr34g_an5WJquEs72-4XdX2uWFwgc3K-hQBss98,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",Nio Shares Jump 20% In Singapore Debut: What You Should Know,Rachit Vats,https://www.benzinga.com/news/22/05/27317087/chinese-ev-maker-nio-makes-debut-in-singapore-stock-market-plans-to-launch-ai-ad-r-d-center-there,"['TSLA', 'NIO']",https://www.benzinga.com/amp/content/27317087,https://cdn.benzinga.com/files/images/story/2022/05/19/shutterstock_1500051986.jpg?width=1200&height=800&fit=crop,"U.S.-listed Chinese electric carmaker Nio Inc (NYSE: NIO) on Friday made its debut on the Singapore stock exchange, with shares jumping 20% in early trading, as it laid out plans to open a local research center focused on artificial intelligence and self-driving cars.
What Happened: Shanghai-based Nio said it has successfully listed its Class A shares on the Main Board of the Singapore Exchange Securities Trading Limited (SGX-ST).
""Nio has further strengthened its footing in the global capital markets with Singapore's strategic significance,” founder and CEO William Li said.
Nio’s primary ...","['News', 'Asia', 'Events', 'Markets', 'Movers', 'Tech', 'Trading Ideas']",0.05376984126984127,2022-05-20,04:36:14
g6KPl9mhvcMZ04zOIV0Dy0_u1obAQQCuAvVhAtqcGeA,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",'Wild Allegations:' Elon Musk Points To 'Political Lens' Amid Reports Of Sexual Misconduct,Rachit Vats,https://www.benzinga.com/news/22/05/27317113/elon-musk-says-attacks-against-him-politically-motivated-after-reports-of-sexual-misconduct-vows-to,"['TSLA', 'TWTR']",https://www.benzinga.com/amp/content/27317113,https://cdn.benzinga.com/files/images/story/2022/05/20/50152648476_d98a10bacc_o.jpg?width=1200&height=800&fit=crop,"Tesla Inc (NASDAQ: TSLA) CEO Elon Musk said on Friday attacks against him should be viewed through a “political lens” after being blamed for a sexual misconduct incident that took place in 2016.
What Happened: The world’s richest man said on Twitter he will continue “fighting for a good future and your right to free speech.”
The billionaire entrepreneur has been accused of exposing his erect penis to a SpaceX flight attendant, rubbing her leg without consent, and offering to buy her a horse in exchange for an erotic massage. 
See Also: Elon Musk Engaged In Sexual Misconduct With SpaceX Flight Attendant, Company Paid ...","['News', 'SPACE', 'Politics', 'General']",0.3485714285714286,2022-05-20,04:14:23
_MY0lps5UeIDZyK01lOdoy5TQesqrxY4RnciOAA6jos,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","Elon Musk Engaged In Sexual Misconduct With SpaceX Flight Attendant, Company Paid $250,000 In Settlement: Report",Rachit Vats,https://www.benzinga.com/news/22/05/27316554/spacex-elon-musk-said-to-have-paid-250-000-to-a-flight-attendant-to-settle-a-sexual-misconduct-incid,"['TSLA', 'TWTR']",https://www.benzinga.com/amp/content/27316554,https://cdn.benzinga.com/files/images/story/2022/05/19/elon_musk_07.jpg?width=1200&height=800&fit=crop,"Tesla Inc (NASDAQ: TSLA) CEO Elon Musk's SpaceX paid a flight attendant $250,000 to settle a sexual misconduct claim against the billionaire entrepreneur in 2018,  Business Insider reported on Thursday, citing interviews and documents. 
What Happened: The world’s richest man has been accused of exposing his erect penis to a SpaceX flight attendant, rubbing her leg without consent, and offering to buy her a horse in exchange for an erotic massage, the report said.
SpaceX did not immediately respond to Benzinga’s request for comment.
The attendant was ...","['News', 'SPACE', 'Legal', 'Tech', 'Media', 'General']",0.36,2022-05-20,02:13:28
